AMT_CREDIT,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,CREDIT_INCOME_RATIO,CREDIT_ANNUITY_RATIO,CREDIT_GOODS_RATIO,INCOME_EXT_RATIO,CAR_EMPLOYED_RATIO,EXT_SOURCE_MEAN,OBS_30_CREDIT_RATIO,REGIONS_RATING_INCOME_MUL_0,DAYS_CREDIT_MEAN_OVERALL,AMT_CREDIT_SUM_MEAN_OVERALL,CURRENT_DEBT_TO_CREDIT_RATIO_MEAN_OVERALL,DAYS_CREDIT_MEAN_CREDITACTIVE_ACTIVE,CURRENT_DEBT_TO_CREDIT_RATIO_MEAN_CREDITACTIVE_ACTIVE,CURRENT_CREDIT_DEBT_DIFF_MEAN_CREDITACTIVE_ACTIVE,HOUR_APPR_PROCESS_START_MEAN_LAST_5,DAYS_DECISION_MEAN_LAST_5,SELLERPLACE_AREA_MEAN_LAST_5,INTEREST_SHARE_MEAN_LAST_5,INTEREST_RATE_MAX_FIRST_2,DAYS_PAYMENT_DIFF_MEAN_MEAN,DAYS_PAYMENT_DIFF_MIN_MEAN,DAYS_PAYMENT_DIFF_MAX_MEAN,TARGET,SK_ID_CURR,NAME_FAMILY_STATUS,CNT_CHILDREN,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,AMT_INCOME_TOTAL,NAME_CONTRACT_TYPE,AMT_GOODS_PRICE,NAME_HOUSING_TYPE,AGE,YEARS_WORKING,GENDER
-1.1640683,0.56357044,-1.0004615,0.21093917,0.5177923,1.8756542,-1.9737213,-1.6219466,0.9049978,0.84283155,-1.0400957,-1.63943,-0.9760997,-0.06426267,-0.0025473186,-1.3153982,-0.7622666,0.15766932,0.8469204,-0.08865581,-0.010803133,0.7011688,-0.016790975,-0.24126846,-0.52056736,-0.27017018,-0.19133855,-0.5159145,0.22073406,0.36132437,-0.41327298,0.8834602,0,425739,Separated,1,Secondary / secondary special,Working,112500.0,Cash loans,130500.0,House / apartment,31,4,Man
0.23788658,0.71482205,-1.0932666,0.87614214,-0.0062107337,-0.41856202,-1.8028716,-0.09522285,0.11206273,0.59368,0.8246904,-0.11566953,-0.029827842,-0.061656628,-0.0025554602,-0.7706455,0.8854576,0.15766932,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,2.3151932,0.6173354,0.40562874,-0.19698095,-0.13191374,-0.09789414,0.14845017,-0.7569495,0,224062,Civil marriage,0,Higher education,Working,112500.0,Cash loans,621000.0,House / apartment,30,1,Man
-0.67579794,1.8329418,0.14207321,-0.63636374,-1.6463459,1.8478295,0.012102936,-0.64037645,0.9049978,0.6021463,-0.87095815,-0.84954417,0.7062029,-0.056208145,-0.002546227,0.115919724,-0.7622658,-0.015117288,0.87216455,0.23236932,-0.010803135,0.16477193,-0.016790975,-0.15472005,0.13383892,0.98942983,-0.22872494,2.2103786,0.2263139,-0.1260749,-0.1324114,0.567418,0,256062,Single / not married,0,Higher education,Commercial associate,202500.0,Cash loans,270000.0,House / apartment,45,9,Man
-1.0319048,-0.12776226,-0.07653436,-0.4336664,-0.41184467,-0.3907373,-1.6105225,0.60313576,1.3353148,0.8597642,-0.86430067,-0.2587569,1.5474056,-0.065273374,-0.0025463752,0.38212597,-0.76226854,0.15766932,-1.1299487,-0.26904443,-0.010803135,-0.63863134,-0.016790975,0.011030228,1.4426515,0.70256627,-0.22872494,2.020017,0.13347074,1.298934,0.25455344,1.8315868,0,272618,Civil marriage,0,Secondary / secondary special,State servant,112500.0,Cash loans,139500.0,House / apartment,43,8,Man
0.40459752,-0.01121463,0.21448413,0.116378285,0.30234358,1.6543813,0.012102936,0.25481156,0.11206273,-0.49968424,0.027326755,-1.3713287,0.049053624,-0.05303816,-0.0025470988,0.21554719,-0.76225156,0.0704848,-0.20630208,1.7491592,-0.010803135,0.18145983,-0.016790975,-0.15472005,-0.73870265,0.14390706,-0.040983222,0.17129686,0.10179696,0.49741825,-0.2587991,2.027232,1,148902,Single / not married,0,Secondary / secondary special,Working,189000.0,Cash loans,675000.0,Municipal apartment,46,5,Man
-1.0410839,0.71482205,2.0770032,0.28256202,0.2574939,-0.7027719,0.012102936,-1.7566823,-0.40231487,0.44128633,-0.64517695,-1.4597472,-0.9760997,-0.063363954,-0.0025475207,-1.2454381,-0.33538073,-0.21124414,0.6992903,-0.28352252,-0.010803133,1.1350542,-0.016790975,-0.31589493,-1.1386176,0.6043955,-0.14369455,-0.20743643,-0.081129216,-0.47895885,0.03610554,-0.27536133,1,265652,Single / not married,0,Lower secondary,Pensioner,81000.0,Cash loans,180000.0,House / apartment,68,-24,Man
0.10200002,-1.013365,1.148952,0.40427402,0.26600966,-0.7511339,0.012102936,-1.7870936,0.11206273,-0.2299716,1.1727709,-0.1453628,2.3885055,-0.06419147,-0.0025479665,-0.98619443,0.7557474,0.026662605,1.4546963,-0.29466936,-0.010803135,0.7643444,-0.016790975,-0.015103636,-1.9566253,0.9188354,-0.22872494,3.0866275,0.22299786,0.024962831,0.24207069,-0.63655245,1,163055,Separated,0,Secondary / secondary special,Commercial associate,90000.0,Cash loans,450000.0,House / apartment,57,3,Man
0.18875991,-1.2327231,0.1778205,0.6776579,-0.6565308,1.7782676,0.012102936,0.052095097,-2.4646535,0.36629894,-0.35601062,-0.11610614,-0.9760997,0.08522052,-0.0025548956,-1.2920693,0.83856386,0.19921337,0.2033555,-0.20279409,-0.010803135,-0.8036032,-0.016790975,0.020249337,-2.4110742,0.6518418,-0.224136,2.2907262,0.25639293,-0.51736605,0.045467593,-0.817148,1,235776,Married,0,Higher education,Commercial associate,225000.0,Cash loans,675000.0,House / apartment,46,2,Man
0.45440617,0.12702295,-1.5643961,0.9721074,0.3119948,0.7328523,0.012102936,0.47119182,-1.5134622,0.9287042,0.37438837,-0.3483328,0.28562775,-0.03652752,-0.002567548,-0.5329212,1.0921358,0.07166868,0.13113815,-0.085394375,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.13383892,1.0848976,-0.20105632,-1.9733185,-0.04354243,-0.05324578,0.079795115,-0.07469956,1,205527,Single / not married,0,Higher education,Working,157500.0,Cash loans,675000.0,House / apartment,25,0,Man
0.32489243,-1.2868758,0.11892937,-2.7560256,1.391509,1.9213662,0.012102936,-0.67140067,0.11206273,0.7859863,0.5384554,-0.622307,0.28562775,-0.059121784,-0.002545623,-0.3295649,-0.7622639,-0.384118,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,-0.5932791,0.8916616,50.13221,0.5598372,-0.019295238,0.5136141,0.11100195,0.085829794,1,142636,Married,2,Secondary / secondary special,Commercial associate,135000.0,Cash loans,630000.0,House / apartment,45,22,Man
-0.9292799,0.31059277,-0.64207315,-1.2308801,0.94897354,0.026633825,-1.6163309,-1.7036347,0.7381704,0.5174832,-0.6631377,-0.2591416,-0.9760997,-0.0646493,-0.0025454983,-1.2997322,-0.762267,-0.22683495,-0.62522644,-0.21427786,-0.010803133,-2.3598692,-0.016790975,-0.34197706,0.8609569,0.5086401,1.384828,-0.2874657,-0.14537832,0.14647232,0.18589838,-0.4559569,1,344825,Civil marriage,0,Secondary / secondary special,Working,103500.0,Cash loans,225000.0,House / apartment,36,13,Man
-0.13413,-0.08524986,0.35861874,0.8653753,-0.6145197,1.2429726,0.012102936,-2.40549,0.11206273,0.84646,0.02965481,-0.8565297,0.7062029,-0.059121784,-0.0025548714,-1.3501452,-0.7622567,0.026662605,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,-0.2297201,0.9779277,-0.2145532,0.17591844,0.19528532,-0.21072511,-0.1136873,0.26642534,1,154759,Separated,0,Secondary / secondary special,Working,135000.0,Cash loans,450000.0,House / apartment,48,1,Man
-0.09077241,1.0789973,1.7238854,0.28256202,1.2927263,-0.91013247,1.7501984,-0.85852796,-1.3609674,-0.6786864,-0.1435831,0.23790911,0.91652185,-0.040152315,-0.0025475207,-0.48621467,-0.7622652,0.07166868,-0.90495676,-0.31966496,-0.010803135,0.18145983,-0.016790975,-0.15472005,-0.15700836,0.9258229,-0.22872494,1.5985526,0.052244477,0.4172369,0.06887273,1.056531,1,288723,Married,0,Secondary / secondary special,Pensioner,157500.0,Cash loans,454500.0,House / apartment,64,-24,Man
-0.75039357,-1.4063154,-0.9305711,0.92435884,0.45420796,1.2224352,-2.3176982,-0.36114714,-1.4424556,0.40984,-0.4898533,-0.15793487,-0.9760997,-0.04859916,-0.002575026,-1.9860147,-0.7622679,0.15766932,2.0445776,-0.31345737,-0.010803132,1.4473563,-0.016790975,-0.37806123,0.31561843,0.43358862,-0.110289745,0.06855055,0.1677756,-1.0200846,-1.4430987,0.32662386,1,367110,Single / not married,0,Higher education,Commercial associate,112500.0,Cash loans,297000.0,House / apartment,32,0,Man
-0.8554893,0.71482205,-0.86434704,-0.7585439,-0.29177248,1.8392171,-1.8194888,0.42315137,0.78519636,0.89242,-0.7699317,-1.5810074,0.07533922,-0.06186168,-0.002546154,-0.11002658,-0.15822183,0.026662605,-2.2072973,-0.36268103,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.35197446,0.37130454,-0.228455,-2.4361088,0.16110241,0.3750845,-0.026308144,1.15937,1,238116,Single / not married,0,Secondary / secondary special,Working,135000.0,Cash loans,225000.0,House / apartment,33,10,Man
-0.7521824,-1.361128,0.35105672,0.97163934,1.1672608,1.464908,0.012102936,-1.5752976,-2.5336118,0.25986525,-0.49223277,-1.1535898,1.5473543,0.018613942,-0.0025674207,-2.287008,-0.76226616,-1.3714309,1.4933614,-0.13214152,-0.010803133,0.7619604,-0.016790975,-0.29753545,-0.2297201,0.9192667,-0.19633241,0.7764966,0.0745345,-0.15889844,0.20462249,-0.8773465,1,387332,Married,0,Secondary / secondary special,State servant,112500.0,Cash loans,225000.0,House / apartment,48,0,Man
-0.13413,-0.20526777,-1.5774575,0.7581751,0.31369793,0.94286287,-2.7806556,-2.5531569,-1.5971808,0.8742779,0.196435,-0.034461793,0.7062029,-0.043365356,-0.0025513459,-3.55847,-0.7622567,-3.1692023,1.5853904,0.43305588,-0.010803135,0.8763917,-0.016790975,-0.15472005,-0.5932791,1.0176101,-0.2159029,0.1452934,0.1790097,1.1281302,0.24207069,0.7480135,1,224878,Married,0,Secondary / secondary special,State servant,121500.0,Cash loans,450000.0,House / apartment,25,1,Man
-0.67236555,-0.08524986,-1.1400129,-0.85404104,0.09455907,-0.32448792,0.012102936,0.34593844,-0.26917973,1.1645516,-0.6234754,-0.6610239,0.28560212,-0.055801917,-0.0025458895,0.063769296,0.016578488,-0.12517981,-0.00019511225,0.14415096,-0.010803135,1.2995492,-0.016790975,-0.37657616,-1.1386176,-2.0086045,-0.09510575,-0.711903,0.16110483,-0.8094309,-0.1885837,-0.7569495,1,344200,Civil marriage,2,Secondary / secondary special,Working,144000.0,Cash loans,283500.0,House / apartment,30,11,Man
-0.9292799,1.8329418,-0.62694913,0.98661923,-0.59862363,-0.69482195,0.012102936,-1.6764326,0.11206273,0.94926524,-0.85172445,-0.55789304,-0.9760997,-0.059121784,-0.0025723716,-0.9210662,-0.7622683,0.36070132,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.25502515,0.71280324,1.9348261,-1.1682539,0.05269637,0.14342366,0.19526044,-0.6064532,1,180116,Civil marriage,0,Secondary / secondary special,Commercial associate,135000.0,Cash loans,225000.0,House / apartment,36,0,Man
-0.13413,-0.044978768,-1.118702,0.94308376,1.1275206,-0.46957406,-2.2221103,-2.2969756,0.11206273,-0.7706064,0.08141415,-0.034461793,0.7062029,-0.059628755,-0.0025616863,-2.2466776,0.53035,-0.7790366,-1.5384241,-0.33614245,-0.010803135,-1.9569756,-0.016790977,-0.1963912,-0.7750587,-1.5997032,-0.13964547,0.57479024,0.15873027,0.21754599,-0.048152927,0.41692165,1,127099,Married,0,Secondary / secondary special,Working,130500.0,Cash loans,450000.0,House / apartment,30,0,Man
-0.6545105,-0.14945222,-0.42392373,0.5582865,0.55838406,0.35523078,0.012102936,0.08792853,-2.438339,1.1621326,-0.08505341,-1.144559,1.1267791,-0.013783926,-0.002548844,-1.2568017,0.03362206,0.34036085,0.36389527,-0.23433511,-0.010803135,0.5009139,-0.016790975,-0.1754624,-0.5932791,-1.5945272,-0.2145532,0.14457034,0.17862545,0.54508036,0.33569118,-0.09476577,1,133225,Married,3,Lower secondary,Working,90000.0,Cash loans,265500.0,With parents,38,2,Man
-0.499416,-0.20526777,-1.8134805,0.7282152,-0.33208042,1.51592,-2.5063198,-2.554505,-1.0738047,1.1488284,-0.6492749,-1.6327184,-0.13494839,-0.041243922,-0.0025507752,-3.1593478,0.18166713,-0.2755931,1.6199014,-0.2202327,-0.010803133,1.330541,-0.016790975,-0.3398611,0.49739793,0.8519792,-0.2159029,-0.12157634,-0.04255264,0.7601609,0.4105876,-0.15496428,1,331720,Single / not married,0,Lower secondary,Working,180000.0,Cash loans,360000.0,House / apartment,22,1,Man
-0.5817037,0.75632215,-1.0307089,0.14352943,1.2643404,-0.7564339,0.012102936,-0.90231484,-0.7133065,1.1645516,0.5384554,-0.6596446,0.28562775,-0.06392183,-0.0025471572,-0.9101679,-0.7622653,0.36070132,0.80122536,-0.360457,-0.010803135,0.76315236,-0.016790975,-0.2677516,0.0126526905,0.2688204,-0.19318314,0.08013292,0.10061441,-0.09856695,0.09227785,-0.1950966,1,314800,Married,2,Secondary / secondary special,Working,67500.0,Cash loans,315000.0,House / apartment,31,5,Man
-0.9851819,-0.044978768,-0.7044015,0.42487144,-0.5191432,-0.854483,-3.22376,-2.4247596,0.30591318,0.3723463,-0.8021531,-0.20607547,-0.9760997,-0.062410913,-0.002548059,-2.648007,-0.28201962,-1.3714309,-1.0997517,-0.23052794,-0.010803135,0.18145983,-0.016790975,-0.15472005,-1.3203971,-1.3805873,0.64114946,0.41680112,0.10767292,-0.20125909,0.026743488,0.0105816405,1,130096,Married,1,Secondary / secondary special,Working,112500.0,Revolving loans,202500.0,House / apartment,35,3,Man
-0.3043963,-1.3275808,-0.6010553,0.3916347,1.2362384,1.5112826,0.012102936,-0.34999081,0.11206273,0.5368347,-0.9533572,-1.144541,1.601818,-0.03580123,-0.002546065,-0.14040245,0.3678227,-0.61030626,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,-1.6112444,0.7274109,-0.22602555,-1.1735095,0.15246983,0.17225225,0.19526044,-0.18506354,1,429178,Married,2,Secondary / secondary special,Working,342000.0,Cash loans,360000.0,House / apartment,36,3,Man
1.234798,0.71482205,0.9363022,0.30362755,0.64893496,0.18496984,0.012102936,-0.06557864,-1.4821799,0.109890506,0.037834026,-0.41146618,0.75877506,-0.010905021,-0.0025475875,-0.83197725,-0.762261,-0.2755931,1.0507907,-0.06711407,-0.010803135,-0.00925905,-0.016790975,0.17798169,0.13383892,0.40224525,-0.18778439,1.3052377,0.15217371,-0.042504426,0.0641917,-0.5161554,1,321000,Civil marriage,0,Secondary / secondary special,Working,270000.0,Cash loans,900000.0,House / apartment,55,4,Man
-0.19137365,-1.0535637,-1.0504158,0.9632131,0.029555453,0.9349129,0.012102936,-1.5244683,-1.1100187,0.7726821,-0.6088247,0.5935286,-0.9760997,-0.032158777,-0.0025653536,-1.4900749,0.47570822,-0.42083928,1.5326655,-0.3447142,-0.010803132,0.8108321,-0.016790975,-0.3696885,0.0126526905,0.2688204,-0.19318314,0.08013292,0.10061441,-0.09856695,0.09227785,-0.1950966,1,215044,Single / not married,0,Higher education,Commercial associate,225000.0,Cash loans,522000.0,House / apartment,31,0,Man
1.4442964,-0.14945222,0.64940816,0.71651214,-0.7573006,0.39034295,0.012102936,0.33915636,1.0558189,0.3034063,1.3148777,1.0924162,-0.050819665,-0.060765933,-0.0025505798,0.7736743,-0.76224166,0.07166868,-2.8889518,-0.35107577,-0.010803135,0.18145983,-0.016790975,-0.15472005,-0.52056736,-2.3340003,-0.198087,-0.6980164,0.1334815,-0.4911762,-0.038790878,-0.5522745,1,123813,Civil marriage,0,Secondary / secondary special,Commercial associate,157500.0,Cash loans,1057500.0,Municipal apartment,51,1,Man
-0.9292799,0.56357044,-1.4443222,-0.14717504,1.2949971,1.8908916,0.012102936,-0.566127,0.11206273,1.1645516,-0.7563949,-0.8659816,-0.9760997,-0.061149657,-0.0025466694,-0.2676076,-0.7622679,0.098185554,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.8609569,-0.5550208,-0.2145532,0.45626768,0.10133827,0.31833872,0.11100195,-0.27536133,1,154530,Single / not married,0,Higher education,Working,117000.0,Cash loans,225000.0,House / apartment,26,7,Man
-0.03542944,-0.01121463,0.13588636,0.6027582,1.3140156,1.8683667,0.51014656,0.3081879,-2.3158011,-0.73190325,-0.09100199,0.48604003,0.91649055,0.011196939,-0.002549209,-0.84705937,-0.76226854,-1.8962431,0.87951404,-0.006487741,-0.010803135,1.1755819,-0.016790975,-0.30720755,0.61858416,-0.8928964,0.604033,0.5367573,0.12065631,-0.8359822,-0.4319971,-0.09476577,1,314224,Married,2,Secondary / secondary special,Commercial associate,157500.0,Cash loans,472500.0,House / apartment,45,2,Man
0.08813632,-0.45896855,-0.98373353,0.48057806,0.27793172,1.298622,0.012102936,0.32879025,0.11206273,0.9299137,0.27602446,0.51907766,-0.9760997,-0.059121784,-0.0025483423,0.25908694,0.7425138,0.026662605,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,-1.9748034,1.2111912,-0.22872494,0.08013292,0.19942166,0.88134974,-0.012577129,1.2777605,1,163356,Married,1,Secondary / secondary special,Working,135000.0,Cash loans,634500.0,House / apartment,32,3,Man
0.7174139,-0.6659635,1.2749835,0.28256202,1.1505132,-1.0711185,0.012102936,-0.038972747,0.11206273,-0.012266339,0.7512789,-0.012863142,0.758795,-0.05760088,-0.0025475207,0.042644247,1.3431891,-0.22780657,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,2.6787522,-0.24705084,-0.16056566,0.55983984,-0.072093025,0.4681501,0.12972605,-0.15496428,1,103667,Married,0,Secondary / secondary special,Pensioner,148500.0,Cash loans,729000.0,House / apartment,59,-24,Man
-1.0219431,-1.013365,0.4039901,0.9444881,-1.3619195,1.093249,0.012102936,-1.817185,0.11206273,0.97587365,-0.85105026,-0.8690867,1.1267791,-0.061656628,-0.0025618984,-1.0039043,-0.7622675,-1.3714309,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,-1.5021766,0.56643844,-0.22551942,1.2355436,0.16954881,-0.32448852,-0.21666986,-0.3054606,1,302708,Married,1,Secondary / secondary special,Commercial associate,112500.0,Cash loans,148500.0,House / apartment,48,0,Man
-0.53411996,-0.044978768,-1.0896001,0.9561912,0.35599285,-0.6014103,-1.5293888,-1.0429497,0.11206273,1.1403621,0.11511582,-0.15275022,2.3885055,-0.06419147,-0.0025639029,-1.2108607,0.14854053,0.026662605,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.13383892,-0.072218254,-0.03369491,-1.3149397,0.020134471,-0.09856695,0.09227785,-0.1950966,1,452635,Single / not married,0,Secondary / secondary special,Working,90000.0,Cash loans,270000.0,With parents,30,0,Man
-0.25845602,0.31059277,-1.3169156,-0.17479432,1.4020118,0.7421272,-1.7108587,0.29697022,-1.2938627,-0.904858,-0.56255805,-0.27173486,-0.9760997,-0.032166127,-0.002547133,-1.2577704,-0.7622638,-0.384118,0.64349276,0.6737376,-0.010803135,-0.49916816,-0.016790975,0.04843748,0.061127182,-0.3871469,0.3724264,1.5723016,0.1641849,-0.21655552,0.15968463,-0.66063184,1,389918,Married,2,Secondary / secondary special,Working,202500.0,Cash loans,495000.0,House / apartment,28,7,Man
-1.152888,0.13967553,0.6720938,-0.035293616,-1.5441568,0.31084368,0.8963802,-1.4484011,-2.0764458,1.0169958,-1.158942,-0.20607547,-0.9760997,-0.010959137,-0.0025468264,-1.5858929,-0.762268,-16.588861,-0.5623922,-0.2605927,-0.010803135,-1.3895869,-0.016790975,-0.1961508,0.4246862,0.4648169,-0.20699494,-0.8028113,0.26729065,0.16485202,0.054829646,0.7179143,1,140392,Married,1,Secondary / secondary special,Commercial associate,160650.0,Revolving loans,135000.0,House / apartment,51,6,Man
1.8406862,-0.14590947,0.030019622,0.6261644,-0.63836384,-0.96313196,0.012102936,0.5786,1.1746287,-0.12716635,2.2186282,1.6089178,0.18048348,-0.06303859,-0.0025494315,0.9786105,-0.76226646,0.026662605,-0.6840867,-0.33681676,-0.010803133,0.84778386,-0.016790975,-0.30626988,-0.5932791,-1.6811383,-0.202406,-0.57938147,-0.011296916,0.10461158,0.061851185,0.4470209,1,130551,Married,0,Secondary / secondary special,Working,135000.0,Cash loans,1170000.0,House / apartment,44,2,Man
-0.873378,-0.19225387,-1.2637532,0.651443,0.66199243,0.22736946,-2.8675199,-1.4263242,-0.09398716,-0.3545474,-0.9601619,-1.3765907,-0.9760997,-0.05258976,-0.0025497007,-2.122718,-0.17529741,-0.2755931,0.6660576,-0.18453766,-0.010803135,0.42462638,-0.016790975,-0.36572853,-0.44785565,0.4213389,0.7423761,0.02608187,0.1866899,0.3026056,0.19838111,0.20622683,1,327655,Married,1,Secondary / secondary special,Commercial associate,180000.0,Cash loans,247500.0,House / apartment,28,2,Man
1.1236761,-0.8887921,0.90353394,0.48245057,-2.2821891,-0.33906278,0.012102936,0.8766628,-2.3476734,1.1597136,1.7455546,1.8648803,0.18049107,-0.0048687826,-0.0025483528,-0.7437504,-0.7622665,-0.64063895,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.0126526905,0.2688204,-0.19318314,0.08013292,0.10061441,-0.09856695,0.09227785,-0.1950966,1,125482,Separated,0,Secondary / secondary special,Working,121500.0,Cash loans,918000.0,House / apartment,54,3,Man
0.13062184,-0.16152626,-0.7607721,-0.36157545,0.19646432,-0.18403924,-0.41227716,-0.2718932,0.5453753,0.5997274,-0.3498142,0.26370144,0.28562775,-0.053011876,-0.002546438,-0.043398112,0.7830683,-0.66975,-1.2084885,-0.3598358,-0.010803135,0.66540897,-0.016790975,-0.38800254,-0.30243182,0.8633663,-0.22872494,-0.1072366,0.22310646,-0.48187384,0.03610554,-0.47100654,1,395780,Separated,2,Secondary / secondary special,Working,216000.0,Cash loans,562500.0,House / apartment,34,8,Man
-0.67236555,-1.0012186,1.3936824,0.28256202,-1.1379551,-1.1857299,0.012102936,-0.6721067,0.28564933,0.77147263,-0.38606578,-0.86103994,0.28560212,-0.062336296,-0.0025475207,-0.23645376,0.016578488,0.15766932,1.483775,-0.21248136,-0.010803135,0.7500405,-0.016790975,-0.16394769,-0.9568382,0.87095773,-0.16056566,0.39625964,-0.043636438,-0.2688338,-0.07623909,0.62761647,1,143562,Civil marriage,0,Secondary / secondary special,Pensioner,112500.0,Cash loans,283500.0,House / apartment,60,-24,Man
-0.37026003,0.39937714,-1.7165507,0.8934627,0.46357527,1.1767231,0.012102936,-0.6179922,-0.7817214,1.0194148,-0.5419033,-0.41885677,-0.9760997,-0.04569821,-0.002566735,-0.7796945,0.3049526,-0.036431734,1.5719696,-0.24929613,-0.010803135,0.97691643,-0.016790977,-0.2225688,0.13383892,1.2246487,-0.22872494,1.725704,-0.06783252,0.8517214,0.3731394,1.3499987,1,415879,Married,0,Secondary / secondary special,Working,180000.0,Cash loans,450000.0,House / apartment,23,0,Man
-0.12429125,-1.3275808,-1.1915712,-0.34425488,1.0480402,-0.052202947,0.012102936,1.0231708,0.2450087,0.4691042,-1.035234,-1.00573,-0.9760997,-0.02379909,-0.002546454,0.7393876,0.5397416,-4.719077,-0.31319007,0.013526105,-0.010803135,0.5700495,-0.016790977,1.6234705,-2.920057,1.0283071,-0.0393636,-0.098304994,-0.038578536,-0.14810118,0.20930351,-0.8773465,1,156901,Married,2,Secondary / secondary special,State servant,468000.0,Cash loans,549000.0,Municipal apartment,29,8,Man
-0.5156052,0.56357044,1.5680646,0.28256202,0.60039514,-0.68687207,1.3654804,-0.20016044,1.047141,1.1645516,0.14589962,0.1176685,-0.9760997,-0.06656264,-0.0025475207,1.0333513,0.16621377,0.34036085,0.11260447,-0.32364175,-0.010803135,-0.19520995,-0.016790977,0.066649675,0.0126526905,0.2688204,-0.19318314,0.08013292,0.10061441,-0.09856695,0.09227785,-0.1950966,1,224883,Separated,0,Secondary / secondary special,Pensioner,90000.0,Cash loans,391500.0,House / apartment,62,-24,Man
-0.252195,-1.0743862,-0.52474904,0.57654333,-0.39481318,1.4702079,0.012102936,0.9799361,-0.6441351,0.8379937,-0.443752,-0.8570986,-0.13494839,-0.047405664,-0.0025489856,0.23487975,0.41765136,-0.036431734,-0.13488361,-0.008234417,-0.010803135,0.9479113,-0.016790975,-0.030810706,-0.2297201,0.9658504,-0.15854113,0.10738121,0.0014995713,-0.21936285,0.16717428,-0.93754506,1,423792,Married,1,Secondary / secondary special,Working,180000.0,Cash loans,450000.0,House / apartment,37,2,Man
1.0134261,-0.81837183,-0.6246577,0.3878897,1.3475109,1.3449966,0.012102936,-1.3043978,-0.38190672,0.055464193,3.150339,0.24526946,-0.029804103,-0.06345107,-0.002547897,-0.9682546,1.6257468,-0.21124414,1.4377604,-0.32322317,-0.010803135,1.18035,-0.016790975,-0.28935418,1.297228,-0.67769116,0.44638938,0.7074706,0.15390712,-0.24810484,0.03236072,-0.22720256,1,277495,Married,2,Secondary / secondary special,Working,81000.0,Cash loans,900000.0,House / apartment,36,3,Man
-0.593868,-0.08524986,-1.0258969,0.95385057,0.07185039,-0.688197,0.012102936,0.7186341,-0.99101835,-2.467498,-0.5419033,-1.1518126,-0.9760997,-0.048979133,-0.0025634645,-0.105804496,-0.76226795,-0.12517981,1.5777214,2.5427732,-0.010803132,0.8668558,-0.016790975,-0.23994102,0.0126526905,0.2688204,-0.19318314,0.08013292,0.10061441,-0.3456903,0.054829646,-0.5763539,1,116603,Married,0,Secondary / secondary special,Commercial associate,144000.0,Cash loans,360000.0,House / apartment,31,0,Man
-0.98774225,-0.16152626,1.2186133,0.6973191,0.2157667,-0.94391966,-2.5158818,-0.07041928,-1.8535068,0.36992738,-1.1245917,-1.0208894,1.5473078,-0.0064279577,-0.0025502872,-2.1215715,-0.28446358,-0.66975,1.1540039,-0.35164037,0.20643525,0.99280965,0.41598925,-0.35552418,0.7882452,-0.05208946,0.041482747,-0.89431846,0.19509713,0.8180957,-0.0013426675,1.2597009,1,411527,Single / not married,0,Secondary / secondary special,Working,216000.0,Cash loans,153000.0,House / apartment,58,2,Man
1.4561698,-0.12776226,-0.68652785,0.77924067,1.3619877,1.8213297,-0.6038638,0.3597365,0.8868083,-2.2739823,1.2484498,1.0920686,1.5473543,-0.059763975,-0.002550337,0.4299465,2.048367,0.07538538,0.048695374,-0.13908447,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.8609569,-1.0234457,-0.17777419,-0.19693857,-0.06803968,-14.456884,-46.79288,0.687815,1,123604,Married,1,Higher education,Working,162000.0,Cash loans,900000.0,House / apartment,35,1,Man
-0.49104187,-0.12776226,0.82974786,-0.15560126,-1.2847099,0.86402607,0.012102936,0.8404687,-2.4281447,0.5211116,-0.80812395,-0.41991404,0.2856477,0.074087106,-0.002546659,-0.8084091,0.18966058,0.19921337,0.9655358,-0.07555683,-0.010803133,0.3733707,-0.016790975,-0.29812393,-0.2297201,0.51554143,-0.22872494,1.0618806,-0.021615807,-0.5575318,-0.07623909,0.26642534,1,165015,Married,0,Secondary / secondary special,Working,225000.0,Cash loans,346500.0,House / apartment,53,7,Man
